post_id,titulo,url,fecha,bloque_origen,grupo_depurado,tema_normalizado,categoria,punto_extraido,fragmento_soporte,aplicacion_a_mi_caso,tipo,riesgo,confianza,validar_con_asesor,documentacion_recomendada,accion_recomendada,pregunta_asesor,prioridad_revision,observaciones
114,#Clase 12: Otros gastos deducibles en el RCI,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,2025-06-01T07:50:06.024Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Gastos deducibles,Fiscal,Solo deducir gastos corrientes del ejercicio vinculados al inmueble y necesarios para obtener el ingreso.,"uellos gastos corrientes del ejercicio. La palabra corriente aquí es muy importante. Es decir, todos aquellos gastos corrientes del ejercicio que estén vinculados con el inmueble y que sean necesarios para la obtención del ingreso. Súper importante esto. que sean necesarios para la obtención de los","No todo gasto vale: debes justificar necesidad, vinculación y carácter corriente.",Fiscal,Alto,Alta,Sí,Factura | Justificante bancario | Explicación de vinculación al alquiler,Crear checklist de deducibilidad por gasto.,¿Qué criterio práctico debo usar para defender que un gasto es necesario para obtener el ingreso?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
114,#Clase 12: Otros gastos deducibles en el RCI,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,2025-06-01T07:50:06.024Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Intereses hipotecarios,Fiscal,Distinguir tributos y recargos potencialmente deducibles frente a multas o sanciones no deducibles.,"s de demora. Pero si me han multado o me han sancionado por cualquier motivo, no se podría incluir. Es decir, se incluye recargos, intereses y demoras, no se incluyen multas ni sanciones, súper importante. Segundo grupito, saldo de dudoso cobro, ¿vale? Bueno, ya lo he comentado en alguna ocasión, so","IBI y ciertas tasas pueden entrar, pero las sanciones no.",Fiscal,Medio,Alta,Sí,Recibo IBI | Tasas locales | Liquidaciones,"Separar tributos, recargos y sanciones en el archivo fiscal.",¿Qué recargos e intereses locales son defendibles como deducibles y cuáles no?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
114,#Clase 12: Otros gastos deducibles en el RCI,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,2025-06-01T07:50:06.024Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Fiscal,El saldo de dudoso cobro exige plazo y primera gestión de cobro acreditable.,"sión, sobre todo por el grupo de Telegram, de suscriptores Premium, pero que sepáis que aquellos ingresos que no han sido cobrados después de seis meses de la primera gestión de cobro, ¿vale? Y el 39 de diciembre, obviamente, pues es decir, desde que han transcurrido seis meses hasta el 31 de diciem","Si hay impago de una habitación, documenta desde el primer día la reclamación.",Fiscal,Alto,Alta,Sí,Requerimiento de pago | Correo o burofax | Extractos sin cobro,Abrir protocolo de impago con fecha de primera reclamación.,¿Qué prueba concreta acepta Hacienda para acreditar la primera gestión de cobro y el plazo de seis meses?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
114,#Clase 12: Otros gastos deducibles en el RCI,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,2025-06-01T07:50:06.024Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Fiscal,Las primas de seguros vinculadas al alquiler pueden ser deducibles.,"seguros, ¿no? Pues todos aquellos seguros que yo pago y que son necesarios para obtener los ingresos, ¿vale? Seguro de responsabilidad civil, seguro de incendio, seguro de robo, seguro de impago de inclino, ¿vale? Muy comúnmente hoy en día. Es habitual que la mayoría de las inversiones que hacemos p","Útil para RC, incendio, robo o impago si protegen la explotación del inmueble.",Fiscal,Medio,Alta,Sí,Póliza | Recibo del seguro | Justificante bancario,Guardar pólizas y recibos anuales en el expediente del inmueble.,¿Qué seguros concretos de mi alquiler por habitaciones son deducibles en IRPF?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
114,#Clase 12: Otros gastos deducibles en el RCI,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,2025-06-01T07:50:06.024Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Contrato / anexos,Fiscal,Los gastos de formalización del contrato y ciertos servicios profesionales pueden ser deducibles si están facturados.,"pues que sepáis que la cuota de ese seguro de impago anual me la puedo deducir, ¿vale? Es un gasto deducible. Gastos de formalización del contrato, si pago una gestoría, si pago una asesoría, pago a un abogado, pago a una inmobiliaria para que me redacte los contratos, pues todo eso se","Puede afectar a gestoría, abogado, inmobiliaria o redacción contractual.",Fiscal,Medio,Alta,Sí,Factura profesional | NIF/CIF proveedor | Justificante bancario,Pedir siempre factura nominativa de los servicios profesionales.,¿Qué servicios de gestión o redacción contractual puedo deducir sin elevar riesgo?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
114,#Clase 12: Otros gastos deducibles en el RCI,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,2025-06-01T07:50:06.024Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Fiscal,Los suministros repercutidos deben declararse como ingreso y como gasto aunque el efecto final sea neutro.,"o. De tal forma que el efecto en renta sea neutro, sea cero. Si yo declaro 50 como ingresos y 50 como gastos, 50 menos 50 son cero, ¿vale? No tiene influencia... en renta, pero, ojo, que no tenga influencia en renta, que el efecto sea neutro fiscal, no quiere decir que",Muy relevante si cobras habitación más suministros.,Fiscal,Alto,Alta,Sí,Contrato | Facturas de suministros | Cobros del inquilino,Separar contractualmente renta base y suministros repercutidos.,¿Cómo prorrateo y justifico los suministros cuando varias habitaciones comparten piso?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
114,#Clase 12: Otros gastos deducibles en el RCI,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,2025-06-01T07:50:06.024Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Fiscal,"Puede haber gastos deducibles fuera de la lista típica, pero exigen factura y necesidad real.","a. Y luego, súper importante, lo que recargo aquí, que hay mucha gente que se confunde con esto. Estos gastos no son una lista cerrada. No son una lista cerrada, como lo veremos. Se puede incluir cualquier otro gasto, pero ojo, que sea necesario para obtener los ingresos. P","Si delegas gestión o pagas un tercero, solo es defendible con factura y vínculo claro.",Fiscal,Alto,Alta,Sí,Factura | Contrato/encargo | Justificante bancario,No meter gastos atípicos sin factura y sin nota de justificación.,¿Qué gastos no estándar de gestión del alquiler por habitaciones son razonablemente defendibles?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
114,#Clase 12: Otros gastos deducibles en el RCI,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,2025-06-01T07:50:06.024Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Imputación temporal,Operativo,Prorratear determinados gastos al periodo realmente alquilado.,"total y lo acumulo. Ojo que aquí... Estoy acumulando importe anual, ¿vale? Y ojo, hay que tener en cuenta que solo me puedo deducir aquello en el cual el piso ha estado alquilado. Imaginaros que yo el piso lo he tenido alquilado desde junio a diciembre, que son seis meses, no me voy a meter aquí las","Si no alquilas todo el año, necesitas criterio temporal defendible.",Operativo,Medio,Alta,Sí,Calendario de alquiler | Contratos | Cuadro de prorrateo,Llevar calendario anual de ocupación y prorrateo.,¿Qué gastos debo prorratear por tiempo de alquiler y cuáles no?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
114,#Clase 12: Otros gastos deducibles en el RCI,https://fiscalizarte.substack.com/p/clase-12-otros-gastos-deducibles,2025-06-01T07:50:06.024Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Intereses hipotecarios,Fiscal,No deducir seguros de vida del préstamo salvo que fueran necesarios para obtenerlo.,"anterior pero, bueno, por la clase 11 que no recuerdo que era los seguros de vida, me lo pregunta mucha gente solo se puede meter aquí si son necesarios para obtener el préstamo, si no es necesario para obtener el préstamo es decir, un mero bonificador del tipo de interés no es un gasto deducible, v","Si la hipoteca tiene productos vinculados, distingue requisito real frente a bonificación comercial.",Fiscal,Alto,Alta,Sí,Oferta vinculante/FEIN | Escritura préstamo | Recibos del seguro,Revisar la documentación del préstamo antes de deducir seguros asociados.,¿Mi seguro vinculado a la hipoteca era requisito del préstamo o solo bonificación del tipo?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
105,#Clase 13: Amortización del Mobiliario,https://fiscalizarte.substack.com/p/clase-13-amortizacion-del-mobiliario,2025-06-22T08:24:31.333Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Amortización,Fiscal,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,🔹 Cómo declarar esa amortización,Puede ayudarte a no perder deducción o a no aplicarla mal.,Fiscal,Alto,Media,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
105,#Clase 13: Amortización del Mobiliario,https://fiscalizarte.substack.com/p/clase-13-amortizacion-del-mobiliario,2025-06-22T08:24:31.333Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Reparación vs mejora,Fiscal,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","os estado viendo los diferentes gastos deducibles que se consideran gastos del ejercicio, es decir, gastos de reparación y conservación y intereses, gastos por interés y financiación, Hemos estado viendo también una amortización muy importante, que es la amort",Útil para clasificar facturas y evitar errores ante Hacienda.,Fiscal,Alto,Media,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
105,#Clase 13: Amortización del Mobiliario,https://fiscalizarte.substack.com/p/clase-13-amortizacion-del-mobiliario,2025-06-22T08:24:31.333Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Amortización,Documental,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","año, ¿vale? también es requisito imprescindible una justificación documental, ¿vale? Es decir, que existe una factura de que yo haya escrito ese mobiliario. Y ojo, recargo, factura, no sirve un ticket. El ticket que te... que te dan cuando vas a comprar IKE",Sirve para blindar una futura comprobación.,Documental,Medio,Media,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,Media,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
77,#Clase 16: Cálculo del Rendimiento Neto/Reducido.,https://fiscalizarte.substack.com/p/clase-16-calculo-del-rendimiento,2025-08-28T07:02:17.368Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Fiscal,Declarar correctamente el rendimiento del alquiler en IRPF según el criterio explicado en el post.,¿Cuánto es el rendimiento neto que te queda?,Puede afectar a cómo montas tu cálculo anual del alquiler por habitaciones.,Fiscal,Medio,Media,Sí,Resumen anual de ingresos | Relación de gastos,Revisar si este criterio encaja con tu forma de declarar el alquiler.,¿Cómo debo aplicar este criterio de rendimiento neto/reducido en mi caso?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
77,#Clase 16: Cálculo del Rendimiento Neto/Reducido.,https://fiscalizarte.substack.com/p/clase-16-calculo-del-rendimiento,2025-08-28T07:02:17.368Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Amortización,Fiscal,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,¿O esa amortización que te parecía confusa?,Puede ayudarte a no perder deducción o a no aplicarla mal.,Fiscal,Alto,Media,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
77,#Clase 16: Cálculo del Rendimiento Neto/Reducido.,https://fiscalizarte.substack.com/p/clase-16-calculo-del-rendimiento,2025-08-28T07:02:17.368Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Reparación vs mejora,Fiscal,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",¿Recuerdas ese gasto por reparación que dudabas si era deducible?,Útil para clasificar facturas y evitar errores ante Hacienda.,Fiscal,Alto,Media,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
77,#Clase 16: Cálculo del Rendimiento Neto/Reducido.,https://fiscalizarte.substack.com/p/clase-16-calculo-del-rendimiento,2025-08-28T07:02:17.368Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Reducción vivienda habitual,Documental,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","estante. Se debe destinar a vivienda habitual la totalidad del inmueble. No es posible aplicar la reducción a contratos de temporada, como ahora veremos. debe atender la finalidad del arrendamiento, no tanto al contrato firmado, es decir, yo estoy alto de re",Sirve para blindar una futura comprobación.,Documental,Medio,Media,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,Media,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
14,#Clase 27: Declara tus pisos por habitaciones de esta forma y ahorra impuestos.,https://fiscalizarte.substack.com/p/clase-27-declara-tus-pisos-por-habitaciones,2026-03-20T17:17:55.328Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Fiscal,Declarar un arrendamiento por cada contrato/habitación cuando cada una tenga casuística propia.,"habitaciones cada uno, pues voy a tener que declarar 16 arrendamientos. Es decir, cada arrendamiento, o sea, cada contrato para que quede claro tengo que declarar un arrendamiento por cada contrato que tenga firmado, ¿vale? Y esto así evitamos tener los problemas que tiene la mayoría de inversores.","Si alquilas por habitaciones, te conviene separar cada contrato para reflejar ingresos, incidencias y tratamiento fiscal propio.",Fiscal,Alto,Alta,Sí,Contrato por habitación | NIF/NIE arrendatario | Control de ocupación,Preparar una ficha separada por habitación/contrato.,¿Debo declarar cada habitación como arrendamiento separado en Renta Web aunque todo cuelgue de una sola referencia catastral?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
14,#Clase 27: Declara tus pisos por habitaciones de esta forma y ahorra impuestos.,https://fiscalizarte.substack.com/p/clase-27-declara-tus-pisos-por-habitaciones,2026-03-20T17:17:55.328Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Fiscal,No aplicar la reducción globalmente a todo el piso si no todas las habitaciones cumplen el mismo supuesto.,"que lo pide todo, la factura, el IBI, la comunidad, todo, todo hay que enviárselo. Y te dice Hacienda, vale, tú aquí tienes cuatro habitaciones y en dos de ellas no te puedo aplicar la reducción. La hemos liado, ¿por qué? Porque yo me estoy aplicando por defecto la reducción del 50 para todo el inmu","La reducción puede ser defendible en unas habitaciones y no en otras según contrato, duración o uso real.",Fiscal,Alto,Alta,Sí,Contrato | Prueba de uso/residencia | Histórico de inquilinos,Revisar habitación por habitación la posibilidad de reducción.,¿La reducción por vivienda habitual debo analizarla por habitación/contrato o por el inmueble completo?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
14,#Clase 27: Declara tus pisos por habitaciones de esta forma y ahorra impuestos.,https://fiscalizarte.substack.com/p/clase-27-declara-tus-pisos-por-habitaciones,2026-03-20T17:17:55.328Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Documental,"Mantener expediente documental completo porque Hacienda puede pedir contratos, facturas y justificantes de pago.","ón, revisarme o comprobarme o abrirme un procedimiento de requerimiento que se llama y pedirme documentación. Me pide documentación, contratos, facturas, justificantes de pagos, me lo pide todo. Claro, se guarda la potestad de que tú has autodeclarado esto y ahora yo te reviso, te compruebo y si est",En alquiler por habitaciones necesitas trazabilidad por contrato y por gasto.,Documental,Alto,Alta,No,Contratos | Facturas | Justificantes de pago | Extractos bancarios,Ordenar carpeta anual con subcarpetas por habitación y gasto.,¿Qué soporte documental mínimo conviene guardar por cada habitación para una comprobación?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
141,#Clase 6: Cálculo del Rendimiento de Capital Inmobiliario.,https://fiscalizarte.substack.com/p/clase-6-calculo-del-rendimiento-de,2025-03-30T06:02:18.484Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Fiscal,Declarar correctamente el rendimiento del alquiler en IRPF según el criterio explicado en el post.,sobre el rendimiento neto positivo (siempre que declares correctamente todos los datos).,Puede afectar a cómo montas tu cálculo anual del alquiler por habitaciones.,Fiscal,Medio,Media,Sí,Resumen anual de ingresos | Relación de gastos,Revisar si este criterio encaja con tu forma de declarar el alquiler.,¿Cómo debo aplicar este criterio de rendimiento neto/reducido en mi caso?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
141,#Clase 6: Cálculo del Rendimiento de Capital Inmobiliario.,https://fiscalizarte.substack.com/p/clase-6-calculo-del-rendimiento-de,2025-03-30T06:02:18.484Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Reparación vs mejora,Fiscal,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,"➡️ le restas todos los gastos deducibles: IBI, comunidad, intereses de hipoteca, seguros, reparaciones, amortización, suministros si los pagas tú, etc.",Puede ayudarte a no perder deducción o a no aplicarla mal.,Fiscal,Alto,Media,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
141,#Clase 6: Cálculo del Rendimiento de Capital Inmobiliario.,https://fiscalizarte.substack.com/p/clase-6-calculo-del-rendimiento-de,2025-03-30T06:02:18.484Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Reparación vs mejora,Fiscal,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","➡️ le restas todos los gastos deducibles: IBI, comunidad, intereses de hipoteca, seguros, reparaciones, amortización, suministros si los pagas tú, etc.",Útil para clasificar facturas y evitar errores ante Hacienda.,Fiscal,Alto,Media,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
135,#Clase 8: Gastos Deducibles (Cuestiones Comunes),https://fiscalizarte.substack.com/p/clase-8-gastos-deducibles-cuestiones,2025-04-13T06:05:17.684Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Alquiler por habitaciones,Fiscal,Declarar correctamente el rendimiento del alquiler en IRPF según el criterio explicado en el post.,"A la hora de declarar los rendimientos del capital inmobiliario en tu declaración de la renta, es fundamental conocer qué",Puede afectar a cómo montas tu cálculo anual del alquiler por habitaciones.,Fiscal,Medio,Media,Sí,Resumen anual de ingresos | Relación de gastos,Revisar si este criterio encaja con tu forma de declarar el alquiler.,¿Cómo debo aplicar este criterio de rendimiento neto/reducido en mi caso?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
135,#Clase 8: Gastos Deducibles (Cuestiones Comunes),https://fiscalizarte.substack.com/p/clase-8-gastos-deducibles-cuestiones,2025-04-13T06:05:17.684Z,A_NUCLEO_DIRECTO,A_NUCLEO_DIRECTO,Amortización,Fiscal,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Amortización del inmueble y sus bienes muebles.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Fiscal,Alto,Media,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,Alta,"Extracción hecha solo con el texto ya existente del post, sin rescrapeo. Cada idea incluida exige soporte literal localizado."
